Name,Street,City,State,Zip,Phone,Website,Type,Awards,Campus_setting,Campus_housing,Student_population,Student_to_faculty_ratio
Aultman College of Nursing and Health Sciences,2600 6th St SW, Canton, Ohio,44710-1797,(330) 363-6347,http://nces.ed.gov/transfer.asp?sec=true&location=www.aultmancollege.edu/,"4-year, primarily associate's, Private not-for-profit","Less than one year certificate, Associates degree, Bachelors degree",City: Small,No,355 (all undergraduate),9 to 1
Auburn University,,Auburn, Alabama,36849,(334) 844-4000,http://nces.ed.gov/transfer.asp?location=www.auburn.edu/,"4-year, Public","Less than one year certificate, Bachelors degree, Postbaccalaureate certificate, Masters degree, Post-masters certificate, Doctors degree - research/scholarship, Doctors degree - professional practice, Doctors degree - other",City: Small,Yes,"30,737 (24,505 undergraduate)",20 to 1
Autry Technology Center,1201 W Willow, Enid, Oklahoma,73703-2506,(580) 242-2750,http://nces.ed.gov/transfer.asp?location=autrytech.edu/,"2-year, Public","Less than one year certificate, One but less than two years certificate, Two but less than 4 years certificate",Town: Remote,No,706 (all undergraduate),9 to 1
Aurora University,347 S Gladstone Ave, Aurora, Illinois,60506-4892,(630) 892-6431,http://nces.ed.gov/transfer.asp?sec=true&location=aurora.edu/,"4-year, Private not-for-profit","Bachelors degree, Masters degree, Post-masters certificate, Doctors degree - research/scholarship",Suburb: Large,Yes,"6,265 (4,158 undergraduate)",20 to 1
Auburn University at Montgomery,7440 East Drive, Montgomery, Alabama,36117-3596,(334) 244-3000,http://nces.ed.gov/transfer.asp?location=www.aum.edu/,"4-year, Public","Less than one year certificate, Bachelors degree, Postbaccalaureate certificate, Masters degree, Post-masters certificate, Doctors degree - research/scholarship, Doctors degree - professional practice",City: Midsize,Yes,"5,212 (4,375 undergraduate)",16 to 1
Avalon Institute-Aurora,2231 S Peoria Street, Aurora, Colorado,80014,(303) 752-1560,http://nces.ed.gov/transfer.asp?location=avalon.edu/locations/aurora-co/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",City: Large,No,158 (all undergraduate),18 to 1
Austin Career Institute,8711 Burnet Road suite H-98, Austin, Texas,78757-7066,(512) 677-7776,http://nces.ed.gov/transfer.asp?location=www.austincareerinstitute.edu/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",City: Large,No,91 (all undergraduate),46 to 1
Augsburg University,2211 Riverside Ave, Minneapolis, Minnesota,55454,(612) 330-1000,http://nces.ed.gov/transfer.asp?location=www.augsburg.edu/,"4-year, Private not-for-profit","One but less than two years certificate, Bachelors degree, Postbaccalaureate certificate, Masters degree, Doctors degree - professional practice",City: Large,Yes,"3,346 (2,512 undergraduate)",13 to 1
Avalon Institute-Layton,1992 W Antelope Drive, Layton, Utah,84041,(801) 614-5040,http://nces.ed.gov/transfer.asp?location=avalon.edu/locations/layton-ut/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",Suburb: Large,No,206 (all undergraduate),20 to 1
Austin College,900 N Grand Ave, Sherman, Texas,75090-4400,(903) 813-2000,http://nces.ed.gov/transfer.asp?location=www.austincollege.edu/,"4-year, Private not-for-profit","Bachelors degree, Masters degree",City: Small,Yes,"1,302 (1,285 undergraduate)",12 to 1
Avalon Institute-Mesa,2111 S Alma School Rd Ste 21, Mesa, Arizona,85210,(480) 897-1688,http://nces.ed.gov/transfer.asp?location=avalon.edu/locations/mesa-az/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",City: Large,No,340 (all undergraduate),20 to 1
Augusta School of Massage,608 Ponder Place Dr, Evans, Georgia,30809,(706) 863-4799,http://nces.ed.gov/transfer.asp?location=www.augustamassage.com/,"< 2-year, Private for-profit",Less than one year certificate,Suburb: Large,No,20 (all undergraduate),11 to 1
Austin Community College District,5930 Middle Fiskville Rd, Austin, Texas,78752,(512) 223-7000,http://nces.ed.gov/transfer.asp?location=www.austincc.edu/,"4-year, primarily associate's, Public","Less than one year certificate, One but less than two years certificate, Associates degree, Bachelors degree",City: Large,No,"39,896 (all undergraduate)",20 to 1
Aveda Arts & Sciences Institute Minneapolis,400 Central Ave SE, Minneapolis, Minnesota,55414,(612) 378-7400,http://nces.ed.gov/transfer.asp?location=avedaarts.edu/locations/minneapolis,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",City: Large,No,554 (all undergraduate),16 to 1
Austin Graduate School of Theology,7640 Guadalupe St, Austin, Texas,78752,(512) 476-2772,http://nces.ed.gov/transfer.asp?location=www.austingrad.edu/,"4-year, Private not-for-profit","Bachelors degree, Masters degree",City: Large,No,21 (13 undergraduate),3 to 1
Aveda Arts & Sciences Institute Seattle,802 East Pike Street, Seattle, Washington,98122,(206) 302-1049,http://nces.ed.gov/transfer.asp?location=avedaarts.edu/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",City: Large,No,23 (all undergraduate),10 to 1
Avalon Institute-Phoenix, 410 E Bell Road  Suite G100, Phoenix, Arizona,85022,(602) 443-0076,http://nces.ed.gov/transfer.asp?location=avalon.edu/locations/phoenix-az/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",City: Large,No,437 (all undergraduate),21 to 1
Aveda Arts & Sciences Institute-Baton Rouge,2834 S Sherwood Forest Blvd Ste A, Baton Rouge, Louisiana,70816-2246,(225) 295-1435,http://nces.ed.gov/transfer.asp?location=avedaarts.edu/,"< 2-year, Private for-profit",One but less than two years certificate,City: Midsize,No,138 (all undergraduate),15 to 1
Avalon School of Cosmetology,1428 N McMillan St, Worthington, Minnesota,56187,(507) 372-2344,http://nces.ed.gov/transfer.asp?location=www.avaloncosmetologyschool.com/,"2-year, Private for-profit","Less than one year certificate, One but less than two years certificate, Two but less than 4 years certificate",Town: Remote,No,19 (all undergraduate),10 to 1
Aveda Arts & Sciences Institute-Covington,1355 Polders Lane, Covington, Louisiana,70433,(985) 892-3826 x1224,http://nces.ed.gov/transfer.asp?location=avedaarts.edu/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",Suburb: Small,No,"2,337 (all undergraduate)",15 to 1
Austin Kade Academy,1646 South Woodruff Avenue, Idaho Falls, Idaho,83404-5540,(208) 346-7300,http://nces.ed.gov/transfer.asp?location=www.austinkade.com/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",City: Small,No,89 (all undergraduate),11 to 1
Ave Maria School of Law,1025 Commons Circle, Naples, Florida,34119,(239) 687-5310,http://nces.ed.gov/transfer.asp?sec=true&location=www.avemarialaw.edu/,"4-year, Private not-for-profit",Doctors degree - professional practice,Suburb: Large,Yes,286 (0 undergraduate),
Aveda Arts & Sciences Institute-Lafayette,2922 Johnston St, Lafayette, Louisiana,70503-3246,(985) 415-7569,http://nces.ed.gov/transfer.asp?location=avedaarts.edu/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",City: Midsize,No,153 (all undergraduate),15 to 1
Austin Peay State University,601 College St, Clarksville, Tennessee,37044,(931) 221-7011,http://nces.ed.gov/transfer.asp?location=www.apsu.edu/,"4-year, Public","Associates degree, Bachelors degree, Postbaccalaureate certificate, Masters degree, Post-masters certificate, Doctors degree - research/scholarship",City: Midsize,Yes,"10,272 (9,087 undergraduate)",16 to 1
Ave Maria University,5050 Ave Maria Blvd, Ave Maria, Florida,34142-9505,(239) 280-2500,http://nces.ed.gov/transfer.asp?location=www.avemaria.edu/,"4-year, Private not-for-profit","Bachelors degree, Masters degree, Doctors degree",Rural: Distant,Yes,"1,108 (1,071 undergraduate)",13 to 1
Aveda Arts & Sciences Institute-New York,233 Spring St, New York, New York,10013,(212) 807-1492,http://nces.ed.gov/transfer.asp?location=avedaarts.edu/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",City: Large,No,325 (all undergraduate),16 to 1
Austin Presbyterian Theological Seminary,100 E 27th St, Austin, Texas,78705-5711,(512) 404-4800,http://nces.ed.gov/transfer.asp?sec=true&location=www.austinseminary.edu/,"4-year, Private not-for-profit","Masters degree, Doctors degree - professional practice",City: Large,Yes,181 (0 undergraduate),This is the parent institution of:
Aveda Institute-Des Moines,6905 Mills Civic Pkwy Suite 120, West Des Moines, Iowa,50266,(515) 224-5244,http://nces.ed.gov/transfer.asp?location=avedainstitutedesmoines.com/,"2-year, Private for-profit","Less than one year certificate, Two but less than 4 years certificate",City: Small,No,173 (all undergraduate),15 to 1
Aveda Arts & Sciences Institute-San Antonio,21003 Encino Commons Ste 121, San Antonio, Texas,78259-2792,(985) 415-7569,http://nces.ed.gov/transfer.asp?sec=true&location=avedaarts.edu/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",City: Large,No,362 (all undergraduate),15 to 1
Aveda Institute-Los Angeles,10935 Weyburn Avenue, Los Angeles, California,90024-2808,(310) 209-2000,http://nces.ed.gov/transfer.asp?sec=true&location=avedafi.edu/los-angeles/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",City: Large,No,140 (all undergraduate),7 to 1
Avera McKennan Hospital School of Radiologic Technology,1325 South Cliff Avenue, Sioux Falls, South Dakota,57117-5045,(605) 322-1720,http://nces.ed.gov/transfer.asp?location=www.avera.org/,"2-year, Private not-for-profit",Two but less than 4 years certificate,City: Midsize,No,24 (all undergraduate),12 to 1
Aveda Fredric's Institute-Cincinnati,7664 Voice of America Centre Drive, West Chester, Ohio,45069,(513) 533-0700,http://nces.ed.gov/transfer.asp?sec=true&location=www.avedafi.edu/cincinnati/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",Suburb: Large,No,345 (all undergraduate),14 to 1
Aveda Institute-Madison,353 East Campus Mall, Madison, Wisconsin,53715-0000,(608) 250-3100,http://nces.ed.gov/transfer.asp?location=www.ibw.edu/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",City: Large,No,100 (all undergraduate),7 to 1
Aveda Fredric's Institute-Indianapolis,2208 East 116th Street, Carmel, Indiana,46032,(513) 533-0700,http://nces.ed.gov/transfer.asp?sec=true&location=avedafi.edu/indianapolis/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",City: Large,No,288 (all undergraduate),11 to 1
Aveda Institute-Maryland,227 Archer St, Bel Air, Maryland,21014-3639,(410) 838-0845 x4,http://nces.ed.gov/transfer.asp?location=avedainstitutemd.edu/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",Suburb: Midsize,No,135 (all undergraduate),15 to 1
Aveda Institute Portland-Vancouver Campus,6615 North East 4th Plain Boulevard, Vancouver, Washington,98661-7264,(360) 326-0567 x382,http://nces.ed.gov/transfer.asp?location=avedapdx.com/about-our-school/locations/vancouver,"2-year, Private for-profit","Less than one year certificate, One but less than two years certificate, Two but less than 4 years certificate",City: Midsize,No,156 (all undergraduate),16 to 1
Avera Sacred Heart Hospital,501 Summit, Yankton, South Dakota,57078-3899,(605) 668-8158,http://nces.ed.gov/transfer.asp?location=www.averasacredheart.org/,"2-year, Private not-for-profit",Two but less than 4 years certificate,Town: Remote,No,16 (all undergraduate),11 to 1
Aveda Institute-New Mexico,1816 Central Ave SW, Albuquerque, New Mexico,87104-1160,(505) 294-5333 x366,http://nces.ed.gov/transfer.asp?location=www.avedanm.com/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",City: Large,No,80 (all undergraduate),20 to 1
Aveda Institute-Boise,10222 W Fairview Ave, Boise, Idaho,83704-4406,(208) 345-6164,http://nces.ed.gov/transfer.asp?location=www.avedaidaho.com/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",City: Midsize,No,49 (all undergraduate),7 to 1
Averett University,420 W Main St, Danville, Virginia,24541,(434) 791-5600,http://nces.ed.gov/transfer.asp?sec=true&location=www.averett.edu/,"4-year, Private not-for-profit","Associates degree, Bachelors degree",Town: Distant,Yes,887 (all undergraduate),12 to 1
Aveda Institute-Phoenix,8475 S Emerald Drive, Tempe, Arizona,85284,(480) 593-2944,http://nces.ed.gov/transfer.asp?location=avedainspiregreatness.com/phoenix-campus/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",City: Midsize,No,127 (all undergraduate),14 to 1
Aveda Institute-Chapel Hill, 201 S. Estes Drive  Space 200 B, Chapel Hill, North Carolina,27514-7001,(919) 960-4769,http://nces.ed.gov/transfer.asp?sec=true&location=avedafi.edu/chapel-hill/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",City: Small,No,216 (all undergraduate),12 to 1
Averett University-Non-Traditional Programs,420 W Main St, Danville, Virginia,24541,(800) 448-5233,http://nces.ed.gov/transfer.asp?sec=true&location=gps.averett.edu/,"4-year, Private not-for-profit","Associates degree, Bachelors degree, Masters degree, Post-masters certificate",Town: Distant,No,472 (196 undergraduate),9 to 1
Aveda Institute-Chicago,2828 N Clark St, Chicago, Illinois,60657,(773) 883-1560,http://nces.ed.gov/transfer.asp?location=www.douglasj.edu/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",City: Large,No,114 (all undergraduate),11 to 1
Aveda Institute-Portland,325 Northwest 13th Avenue, Portland, Oregon,97209-3144,(503) 294-6000 x382,http://nces.ed.gov/transfer.asp?location=avedapdx.com/,"2-year, Private for-profit","Less than one year certificate, One but less than two years certificate, Two but less than 4 years certificate",City: Large,No,287 (all undergraduate),18 to 1
Avery James School of Cosmetology,2948 Ryan Street, Lake Charles, Louisiana,70601,(337) 477-9265,http://nces.ed.gov/transfer.asp?location=averyjamesschool.com/,"< 2-year, Private for-profit",One but less than two years certificate,City: Small,No,56 (all undergraduate),19 to 1
Aveda Institute-Columbus,889 Bethel Road, Columbus, Ohio,43214,(614) 291-2421,http://nces.ed.gov/transfer.asp?sec=true&location=avedafi.edu/columbus/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",City: Large,No,258 (all undergraduate),15 to 1
Aveda Institute-Provo,210 N. University Avenue, Provo, Utah,84601,(801) 375-1501 x2023,http://nces.ed.gov/transfer.asp?location=avedainstituteprovo.com/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",City: Midsize,No,92 (all undergraduate),10 to 1
Avi Career Training,10130-a Colvin Run Rd, Great Falls, Virginia,22066,(703) 759-2200,http://nces.ed.gov/transfer.asp?location=www.avicareertraining.com/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",Suburb: Large,No,36 (all undergraduate),7 to 1
Aveda Institute-Denver,801 Kalamath, Denver, Colorado,80204,(303) 567-7500 x1009,http://nces.ed.gov/transfer.asp?location=www.avedainstitutedenver.com/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",City: Large,No,403 (all undergraduate),16 to 1
Aveda Institute-South Florida,4186 S. University Drive, Davie, Florida,33328,(727) 498-1470,http://nces.ed.gov/transfer.asp?sec=true&location=www.beaveda.com/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",Suburb: Large,No,506 (all undergraduate),16 to 1
Aviation Institute of Maintenance-Atlanta,2025 Satellite Pointe, Duluth, Georgia,30096,(678) 377-5600,http://nces.ed.gov/transfer.asp?sec=true&location=www.aviationmaintenance.edu/campuses/duluth-ga/index.html,"2-year, Private for-profit","Less than one year certificate, One but less than two years certificate, Associates degree, Two but less than 4 years certificate",Suburb: Large,No,870 (all undergraduate),14 to 1
Aveda Institute-Tallahassee,2020 W. Pensacola St., Tallahassee, Florida,32304,(727) 498-1470,http://nces.ed.gov/transfer.asp?location=www.beaveda.com/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",City: Midsize,No,633 (all undergraduate),17 to 1
Aviation Institute of Maintenance-Charlotte,7421 E. Independence Boulevard, Charlotte, North Carolina,28227-9403,(980) 785-0700,http://nces.ed.gov/transfer.asp?sec=true&location=www.aviationmaintenance.edu/campuses/charlotte-nc/index.html,"2-year, Private for-profit","One but less than two years certificate, Two but less than 4 years certificate",City: Large,No,185 (all undergraduate),14 to 1
Aveda Institute-Tucson,145 S 6th Avenue, Tucson, Arizona,85701,(520) 207-3696,http://nces.ed.gov/transfer.asp?location=www.avedainstitutetucson.com/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",City: Large,No,215 (all undergraduate),17 to 1
Aviation Institute of Maintenance-Dallas,400 E. Airport Freeway, Irving, Texas,75061,(214) 333-9711,http://nces.ed.gov/transfer.asp?sec=true&location=www.aviationmaintenance.edu/campuses/dallas-tx/,"2-year, Private for-profit",Two but less than 4 years certificate,City: Midsize,No,567 (all undergraduate),15 to 1
Aveda Institute-Twin Falls,837 Pole Line Road Suite 103, Twin Falls, Idaho,83301,(208) 733-7777,http://nces.ed.gov/transfer.asp?location=www.avedaidaho.com/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",Town: Remote,No,76 (all undergraduate),9 to 1
Aviation Institute of Maintenance-Fremont,420 Whitney Place, Fremont, California,94539,(510) 553-9600,http://nces.ed.gov/transfer.asp?sec=true&location=aviationmaintenance.edu/campuses/san-francisco-ca/,"2-year, Private for-profit","One but less than two years certificate, Two but less than 4 years certificate",Suburb: Large,No,280 (all undergraduate),12 to 1
"Avenue Academy, A Cosmetology Institute",1512 Eubank Boulevard, Albuquerque, New Mexico,87112-3449,(505) 293-7511,http://nces.ed.gov/transfer.asp?location=www.theavenueacademy.com/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",City: Large,No,78 (all undergraduate),16 to 1
Avenue Five Institute,8620 Burnet Rd Ste 300, Austin, Texas,78757,(512) 968-2835,http://nces.ed.gov/transfer.asp?location=www.avenuefive.edu/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",City: Large,No,327 (all undergraduate),16 to 1
Avenue Five Institute-South Austin Campus,500 E Ben White Boulevard Bld E Ste 100, Austin, Texas,78704-3259,(512) 968-2835,http://nces.ed.gov/transfer.asp?location=www.avenuefive.edu/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",City: Large,No,109 (all undergraduate),14 to 1
Aviation Institute of Maintenance-Norfolk,2329 E. Little Creek Road, Norfolk, Virginia,23518,(757) 363-2121,http://nces.ed.gov/transfer.asp?sec=true&location=www.aviationmaintenance.edu/campuses/norfolk-va/,"2-year, Private for-profit","One but less than two years certificate, Two but less than 4 years certificate",City: Midsize,No,230 (all undergraduate),15 to 1
Aviation Institute of Maintenance-Orlando,2725 South US Highway 17/92, Casselberry, Florida,32707,(407) 896-2800,http://nces.ed.gov/transfer.asp?sec=true&location=www.aviationmaintenance.edu/campuses/orlando-fl/,"2-year, Private for-profit","One but less than two years certificate, Two but less than 4 years certificate",Suburb: Large,No,248 (all undergraduate),16 to 1
Bais Medrash Mayan Hatorah,101 Milton Street, Lakewood, New Jersey,08701,(732) 367-9900,http://nces.ed.gov/transfer.asp?sec=true&location=baismedrashmayanhatorah.com/,"4-year, primarily associate's, Private not-for-profit","Associates degree, Bachelors degree",City: Small,Yes,41 (all undergraduate),3 to 1
Aviation Institute of Maintenance-Philadelphia,3001 Grant Avenue, Philadelphia, Pennsylvania,19114-1018,(215) 676-7700,http://nces.ed.gov/transfer.asp?sec=true&location=www.aviationmaintenance.edu/campuses/philadelphia-pa/,"2-year, Private for-profit","One but less than two years certificate, Two but less than 4 years certificate",City: Large,No,358 (all undergraduate),11 to 1
Bais Medrash of Dexter Park,445 South Pascack Road, Chestnut Ridge, New York,10977,(845) 735-2807,http://nces.ed.gov/transfer.asp?sec=true&location=bmdpark.com/,"4-year, primarily associate's, Private not-for-profit","Associates degree, Bachelors degree",Suburb: Large,No,68 (all undergraduate),11 to 1
Aviation Institute of Maintenance-Teterboro,80 Moonachie Ave., Teterboro, New Jersey,07608-1083,(201) 288-6300,http://nces.ed.gov/transfer.asp?location=www.teterboroschool.com/,"2-year, Private for-profit",Two but less than 4 years certificate,Suburb: Large,No,284 (all undergraduate),13 to 1
Bais Medrash Toras Chesed,901 Monmouth Ave, Lakewood, New Jersey,08701,(732) 364-1220 x2,http://nces.ed.gov/transfer.asp?location=www.bmtc.edu/,"4-year, Private not-for-profit",Bachelors degree,City: Small,Yes,150 (all undergraduate),25 to 1
Aviator College of Aeronautical Science and Technology,3800 St Lucie Blvd, Fort Pierce, Florida,34946,(772) 466-4822,http://nces.ed.gov/transfer.asp?location=www.aviator.edu/,"2-year, Private for-profit","Less than one year certificate, Associates degree, Two but less than 4 years certificate",Rural: Fringe,Yes,305 (all undergraduate),5 to 1
Baker College,1020 S Washington St, Owosso, Michigan,48867,(989) 729-3500,http://nces.ed.gov/transfer.asp?location=www.baker.edu/,"4-year, Private not-for-profit","Less than one year certificate, One but less than two years certificate, Associates degree, Bachelors degree, Postbaccalaureate certificate, Masters degree, Doctors degree - research/scholarship",Town: Distant,Yes,"6,028 (5,680 undergraduate)",8 to 1
Aviation Institute of Maintenance-Houston,7651 Airport Blvd., Houston, Texas,77061,(713) 644-7777,http://nces.ed.gov/transfer.asp?sec=true&location=www.aviationmaintenance.edu/campuses/houston-tx/index.html,"2-year, Private for-profit",Two but less than 4 years certificate,City: Large,No,237 (all undergraduate),9 to 1
Avila University,11901 Wornall Rd, Kansas City, Missouri,64145-1698,(816) 942-8400,http://nces.ed.gov/transfer.asp?sec=true&location=www.avila.edu/,"4-year, Private not-for-profit","Bachelors degree, Postbaccalaureate certificate, Masters degree",City: Large,Yes,"1,414 (1,058 undergraduate)",12 to 1
Baker University,615 Dearborn Street, Baldwin City, Kansas,66006-0065,(785) 594-6451,http://nces.ed.gov/transfer.asp?sec=true&location=www.bakeru.edu/,"4-year, Private not-for-profit","Associates degree, Bachelors degree, Postbaccalaureate certificate, Masters degree, Post-masters certificate, Doctors degree - research/scholarship",Town: Fringe,Yes,"2,279 (1,335 undergraduate)",10 to 1
Award Beauty School,26 E Antietam St, Hagerstown, Maryland,21740-5610,(301) 459-2509 x13,http://nces.ed.gov/transfer.asp?location=www.awardbeautyschool.com/,"< 2-year, Private for-profit",One but less than two years certificate,City: Small,No,102 (all undergraduate),20 to 1
Ayers Career College,8820 Jewella Ave, Shreveport, Louisiana,71118,(318) 868-3000,http://nces.ed.gov/transfer.asp?location=www.ayers.edu/,"< 2-year, Private for-profit",One but less than two years certificate,City: Midsize,No,174 (all undergraduate),15 to 1
Bakersfield College,1801 Panorama Dr, Bakersfield, California,93305-1299,(661) 395-4011,http://nces.ed.gov/transfer.asp?location=www.bakersfieldcollege.edu/,"4-year, primarily associate's, Public","Less than one year certificate, One but less than two years certificate, Associates degree, Bachelors degree",City: Large,No,"24,903 (all undergraduate)",29 to 1
Aviation Institute of Maintenance-Indianapolis,7251 W. McCarty St., Indianapolis, Indiana,46241,(317) 243-4519,http://nces.ed.gov/transfer.asp?sec=true&location=www.aviationmaintenance.edu/campuses/indianapolis-in/,"2-year, Private for-profit","One but less than two years certificate, Two but less than 4 years certificate",City: Large,No,193 (all undergraduate),13 to 1
Azusa Pacific University,901 E Alosta, Azusa, California,91702-7000,(626) 969-3434,http://nces.ed.gov/transfer.asp?location=www.apu.edu/,"4-year, Private not-for-profit","Less than one year certificate, Bachelors degree, Postbaccalaureate certificate, Masters degree, Post-masters certificate, Doctors degree - research/scholarship, Doctors degree - professional practice",Suburb: Large,Yes,"9,006 (4,498 undergraduate)",10 to 1
Bakke Graduate University, 8515 Greenville Ave  Suite S206, Dallas, Texas,75243-7039,(214) 329-4447 x115,http://nces.ed.gov/transfer.asp?sec=true&location=www.bgu.edu/,"4-year, Private not-for-profit","Masters degree, Doctors degree - research/scholarship",City: Large,No,159 (0 undergraduate),
Aviation Institute of Maintenance-Kansas City,4100 Raytown Road, Kansas City, Missouri,64129,(816) 753-9920,http://nces.ed.gov/transfer.asp?sec=true&location=www.aviationmaintenance.edu/campuses/kansas-city-mo/index.html,"2-year, Private for-profit","One but less than two years certificate, Two but less than 4 years certificate",City: Large,No,173 (all undergraduate),10 to 1
B M Spurr School of Practical Nursing,800 Wheeling Ave, Glen Dale, West Virginia,26038,(304) 843-3255,http://nces.ed.gov/transfer.asp?sec=true&location=wvumedicine.org/reynolds-memorial/,"< 2-year, Private not-for-profit",One but less than two years certificate,Suburb: Small,No,27 (all undergraduate),9 to 1
Aviation Institute of Maintenance-Las Vegas,5870 S. Eastern Ave., Las Vegas, Nevada,89119,(702) 798-5511,http://nces.ed.gov/transfer.asp?sec=true&location=www.aviationmaintenance.edu/campuses/las-vegas-nv/,"2-year, Private for-profit","One but less than two years certificate, Two but less than 4 years certificate",City: Midsize,No,292 (all undergraduate),14 to 1
Baldwin Beauty School-North Austin, 8440 Burnet Rd.  Ste 140, Austin, Texas,78757-7068,(512) 458-4127,http://nces.ed.gov/transfer.asp?location=baldwinbeautyschools.com/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",City: Large,No,83 (all undergraduate),15 to 1
Babson College,231 Forest Street, Wellesley, Massachusetts,02457-0310,(781) 235-1200,http://nces.ed.gov/transfer.asp?location=www.babson.edu/,"4-year, Private not-for-profit","Bachelors degree, Postbaccalaureate certificate, Masters degree",Suburb: Large,Yes,"3,340 (2,457 undergraduate)",14 to 1
Aviation Institute of Maintenance-Manassas,10640 Davidson Place, Manassas, Virginia,20109,(703) 257-5515,http://nces.ed.gov/transfer.asp?sec=true&location=www.aviationmaintenance.edu/campuses/washington-dc-va/,"2-year, Private for-profit","Less than one year certificate, One but less than two years certificate, Two but less than 4 years certificate",Suburb: Large,No,181 (all undergraduate),11 to 1
Bacone College,2299 Old Bacone Rd, Muskogee, Oklahoma,74403-1597,(918) 683-4581 x7340,http://nces.ed.gov/transfer.asp?location=www.bacone.edu/,"4-year, Private not-for-profit","Associates degree, Bachelors degree",Town: Distant,Yes,321 (all undergraduate),12 to 1
Bancroft School of Massage Therapy,333 Shrewsbury St, Worcester, Massachusetts,01604,(508) 757-7923,http://nces.ed.gov/transfer.asp?sec=true&location=www.bancroftsmt.com/,"< 2-year, Private for-profit",Less than one year certificate,City: Midsize,No,48 (all undergraduate),5 to 1
Baldwin Beauty School-South Austin,3005 S Lamar, Austin, Texas,78704-4785,(512) 441-6898,http://nces.ed.gov/transfer.asp?location=baldwinbeautyschools.com/,"< 2-year, Private for-profit","Less than one year certificate, One but less than two years certificate",City: Large,No,45 (all undergraduate),15 to 1
Bais Binyomin Academy,51 Carlton Road, Monsey, New York,10952,(845) 207-0330,http://nces.ed.gov/transfer.asp?sec=true&location=baisbinyominacademy.com/,"4-year, Private not-for-profit",Bachelors degree,Suburb: Large,No,35 (all undergraduate),6 to 1
Bank Street College of Education,610 W 112 St, New York, New York,10025,(212) 875-4400,http://nces.ed.gov/transfer.asp?location=www.bankstreet.edu/,"4-year, Private not-for-profit","Postbaccalaureate certificate, Masters degree, Post-masters certificate",City: Large,No,599 (0 undergraduate),
Baldwin Park Adult & Community Education,4640 N. Maine Ave, Baldwin Park, California,91706-4221,(626) 939-4456,http://nces.ed.gov/transfer.asp?location=www.bpace.bpusd.net/,"< 2-year, Public","Less than one year certificate, One but less than two years certificate",Suburb: Large,No,347 (all undergraduate),30 to 1
Bais HaMedrash and Mesivta of Baltimore,6823 Old Pimlico Road, Baltimore, Maryland,21209-1613,(410) 486-0006,http://nces.ed.gov/transfer.asp?location=www.bhmb.edu/,"4-year, Private not-for-profit",Bachelors degree,Suburb: Large,Yes,60 (all undergraduate),12 to 1
Baptist Bible College,628 E Kearney, Springfield, Missouri,65803-3498,(417) 268-6000,http://nces.ed.gov/transfer.asp?location=www.gobbc.edu/,"4-year, Private not-for-profit","Associates degree, Bachelors degree, Masters degree",City: Midsize,Yes,222 (202 undergraduate),12 to 1
Baldwin Wallace University,275 Eastland Rd, Berea, Ohio,44017-2088,(440) 826-2900,http://nces.ed.gov/transfer.asp?sec=true&location=www.bw.edu/,"4-year, Private not-for-profit","Less than one year certificate, Bachelors degree, Masters degree, Post-masters certificate",Suburb: Large,Yes,"3,399 (2,860 undergraduate)",11 to 1
